HHD,PID,Gender,Age,Income,Hhd_income,License,Status,Education,Hhd_size,Residence,WS,ID,Rela
7740,17551,0,31,7000,234000,1,2,7,2,1658,Shops,1419,0
7741,17552,1,32,12500,234000,1,2,4,2,1659,Firms,197,1
7741,17553,0,30,7000,234000,1,2,7,2,1659,Firms,493,0
7742,17554,1,33,7000,234000,1,2,4,2,1659,Firms,387,1
7742,17555,0,34,12500,234000,1,2,7,2,1659,Shops,1217,0
7743,17556,1,31,12500,234000,1,2,4,2,1659,Firms,356,0
7743,17557,0,33,7000,234000,1,2,7,2,1659,Shops,1420,1
7744,17558,1,26,7000,234000,1,2,4,2,1659,Firms,985,0
7744,17559,0,27,12500,234000,1,2,7,2,1659,Shops,1601,1
7745,17560,1,32,7000,234000,1,2,4,2,1662,Firms,584,1
7745,17561,0,25,12500,234000,1,2,7,2,1662,Firms,532,0
7746,17562,1,32,7000,234000,1,2,4,2,1662,Shops,1237,1
7746,17563,0,34,12500,234000,1,2,7,2,1662,Firms,99,0
7747,17564,1,32,7000,234000,1,2,4,2,1666,Firms,795,1
7747,17565,0,30,12500,234000,1,2,7,2,1666,Firms,949,0
7748,17566,1,27,12500,234000,1,2,4,2,1666,Shops,1966,1
7748,17567,0,30,7000,234000,1,2,7,2,1666,Shops,1609,0
7749,17568,1,30,7000,234000,1,2,4,2,1666,Shops,1421,1
7749,17569,0,27,12500,234000,1,2,7,2,1666,Firms,832,0
7750,17570,1,29,7000,234000,1,2,4,2,1667,Shops,1630,1
7750,17571,0,34,12500,234000,1,2,7,2,1667,Firms,517,0
7751,17572,1,28,7000,234000,1,2,4,2,1667,Shops,1535,1
7751,17573,0,30,12500,234000,1,2,7,2,1667,Firms,301,0
7752,17574,1,26,7000,234000,1,2,4,2,1671,Shops,1422,0
7752,17575,0,34,12500,234000,1,2,7,2,1671,Firms,421,1
7753,17576,1,29,7000,234000,1,2,4,2,1671,Firms,198,1
7753,17577,0,27,12500,234000,1,2,7,2,1671,Firms,832,0
7754,17578,1,27,12500,234000,1,2,4,2,1675,Firms,712,0
7754,17579,0,33,7000,234000,1,2,7,2,1675,Shops,1423,1
7755,17580,1,25,7000,234000,1,2,4,2,1675,Shops,1424,0
7755,17581,0,27,12500,234000,1,2,7,2,1675,Firms,625,1
7756,17582,1,28,12500,234000,1,2,4,2,1675,Shops,1652,1
7756,17583,0,29,7000,234000,1,2,7,2,1675,Shops,1425,0
7757,17584,1,27,12500,234000,1,2,4,2,1677,Firms,983,1
7757,17585,0,34,7000,234000,1,2,7,2,1677,Shops,1426,0
7758,17586,1,27,7000,234000,1,2,4,2,1677,Shops,1643,0
7758,17587,0,30,12500,234000,1,2,7,2,1677,Firms,954,1
7759,17588,1,31,7000,234000,1,2,4,2,1678,Firms,314,1
7759,17589,0,30,12500,234000,1,2,7,2,1678,Shops,1223,0
7760,17590,1,34,7000,234000,1,2,4,2,1679,Firms,86,0
7760,17591,0,34,12500,234000,1,2,7,2,1679,Firms,790,1
7761,17592,1,30,7000,234000,1,2,4,2,1681,Shops,1427,1
7761,17593,0,29,12500,234000,1,2,7,2,1681,Firms,219,0
7762,17594,1,30,12500,234000,1,2,4,2,1681,Firms,449,1
7762,17595,0,34,7000,234000,1,2,7,2,1681,Shops,1428,0
7763,17596,1,34,12500,234000,1,2,4,2,1681,Shops,1071,1
7763,17597,0,26,7000,234000,1,2,7,2,1681,Shops,1697,0
7764,17598,1,32,7000,234000,1,2,4,2,1681,Shops,1776,1
7764,17599,0,28,12500,234000,1,2,7,2,1681,Shops,1287,0
7765,17600,1,27,7000,234000,1,2,4,2,1681,Firms,224,1
7765,17601,0,33,12500,234000,1,2,7,2,1681,Firms,461,0
7766,17602,1,29,7000,234000,1,2,4,2,1683,Shops,1727,1
7766,17603,0,34,12500,234000,1,2,7,2,1683,Firms,342,0
7767,17604,1,26,7000,234000,1,2,4,2,1683,Firms,526,1
7767,17605,0,27,12500,234000,1,2,7,2,1683,Firms,907,0
7768,17606,1,28,12500,234000,1,2,4,2,1684,Shops,1555,1
7768,17607,0,27,7000,234000,1,2,7,2,1684,Shops,1429,0
7769,17608,1,28,7000,234000,1,2,4,2,1684,Firms,47,0
7769,17609,0,26,12500,234000,1,2,7,2,1684,Firms,953,1
7770,17610,1,34,7000,234000,1,2,4,2,1684,Firms,690,0
7770,17611,0,32,12500,234000,1,2,7,2,1684,Shops,1478,1
7771,17612,1,25,12500,234000,1,2,4,2,1685,Firms,22,1
7771,17613,0,26,7000,234000,1,2,7,2,1685,Shops,1430,0
7772,17614,1,32,12500,234000,1,2,4,2,1688,Shops,1467,1
7772,17615,0,29,7000,234000,1,2,7,2,1688,Shops,1431,0
7773,17616,1,26,12500,234000,1,2,4,2,1688,Firms,976,0
7773,17617,0,30,7000,234000,1,2,7,2,1688,Shops,1432,1
7774,17618,1,30,7000,234000,1,2,4,2,1688,Shops,1833,1
7774,17619,0,26,12500,234000,1,2,7,2,1688,Firms,425,0
7775,17620,1,34,7000,234000,1,2,4,2,1688,Shops,1391,1
7775,17621,0,34,12500,234000,1,2,7,2,1688,Firms,193,0
7776,17622,1,29,7000,234000,1,2,4,2,1689,Firms,396,0
7776,17623,0,25,12500,234000,1,2,7,2,1689,Firms,929,1
7777,17624,1,30,7000,234000,1,2,4,2,1696,Shops,1433,1
7777,17625,0,27,12500,234000,1,2,7,2,1696,Firms,811,0
7778,17626,1,31,7000,234000,1,2,4,2,1696,Shops,1434,0
7778,17627,0,30,12500,234000,1,2,7,2,1696,Firms,68,1
7779,17628,1,26,12500,234000,1,2,4,2,1696,Firms,394,1
7779,17629,0,34,7000,234000,1,2,7,2,1696,Shops,1435,0
7780,17630,1,27,7000,234000,1,2,4,2,1697,Shops,1425,0
7780,17631,0,26,12500,234000,1,2,7,2,1697,Firms,804,1
7781,17632,1,33,12500,234000,1,2,4,2,1697,Firms,412,0
7781,17633,0,29,7000,234000,1,2,7,2,1697,Firms,812,1
7782,17634,1,28,7000,234000,1,2,4,2,1697,Firms,80,1
7782,17635,0,31,12500,234000,1,2,7,2,1697,Firms,792,0
7783,17636,1,33,7000,234000,1,2,4,2,1697,Shops,1466,1
7783,17637,0,29,12500,234000,1,2,7,2,1697,Firms,420,0
7784,17638,1,33,7000,234000,1,2,4,2,1697,Firms,253,0
7784,17639,0,30,12500,234000,1,2,7,2,1697,Shops,1518,1
7785,17640,1,32,7000,234000,1,2,4,2,1697,Firms,756,1
7785,17641,0,34,12500,234000,1,2,7,2,1697,Shops,1879,0
7786,17642,1,34,12500,234000,1,2,4,2,1700,Firms,6,0
7786,17643,0,28,7000,234000,1,2,7,2,1700,Firms,859,1
7787,17644,1,29,7000,234000,1,2,4,2,1700,Shops,1244,0
7787,17645,0,34,12500,234000,1,2,7,2,1700,Shops,1116,1
7788,17646,1,30,7000,234000,1,2,4,2,1700,Shops,1642,1
7788,17647,0,33,12500,234000,1,2,7,2,1700,Shops,1881,0
7789,17648,1,32,7000,234000,1,2,4,2,1700,Shops,1436,1
7789,17649,0,34,12500,234000,1,2,7,2,1700,Firms,752,0
7790,17650,1,26,7000,234000,1,2,4,2,1700,Shops,1179,0
7790,17651,0,27,12500,234000,1,2,7,2,1700,Firms,620,1
7791,17652,1,29,7000,234000,1,2,4,2,1707,Shops,1478,0
7791,17653,0,27,12500,234000,1,2,7,2,1707,Firms,415,1
7792,17654,1,33,7000,234000,1,2,4,2,1707,Firms,368,0
7792,17655,0,31,12500,234000,1,2,7,2,1707,Firms,639,1
7793,17656,1,28,7000,234000,1,2,4,2,1709,Shops,1437,0
7793,17657,0,26,12500,234000,1,2,7,2,1709,Firms,863,1
7794,17658,1,27,7000,234000,1,2,4,2,1709,Shops,1610,1
7794,17659,0,29,12500,234000,1,2,7,2,1709,Firms,232,0
7795,17660,1,31,12500,234000,1,2,4,2,1710,Firms,81,0
7795,17661,0,25,7000,234000,1,2,7,2,1710,Firms,318,1
7796,17662,1,34,7000,234000,1,2,4,2,1710,Shops,1438,0
7796,17663,0,26,12500,234000,1,2,7,2,1710,Firms,674,1
7797,17664,1,31,12500,234000,1,2,4,2,1710,Firms,8,1
7797,17665,0,26,7000,234000,1,2,7,2,1710,Firms,855,0
7798,17666,1,27,7000,234000,1,2,4,2,1710,Shops,1525,0
7798,17667,0,34,12500,234000,1,2,7,2,1710,Firms,412,1
7799,17668,1,33,7000,234000,1,2,4,2,1711,Shops,1052,0
7799,17669,0,27,12500,234000,1,2,7,2,1711,Firms,49,1
7800,17670,1,30,12500,234000,1,2,4,2,1711,Firms,121,0
7800,17671,0,29,7000,234000,1,2,7,2,1711,Firms,613,1
7801,17672,1,27,7000,234000,1,2,4,2,1711,Firms,590,1
7801,17673,0,29,12500,234000,1,2,7,2,1711,Shops,1132,0
7802,17674,1,31,7000,234000,1,2,4,2,1712,Firms,868,0
7802,17675,0,32,12500,234000,1,2,7,2,1712,Shops,1797,1
7803,17676,1,28,7000,234000,1,2,4,2,1712,Shops,1920,1
7803,17677,0,31,12500,234000,1,2,7,2,1712,Firms,579,0
7804,17678,1,27,7000,234000,1,2,4,2,1712,Firms,917,0
7804,17679,0,31,12500,234000,1,2,7,2,1712,Shops,1861,1
7805,17680,0,40,12500,150000,1,2,6,1,58,Firms,207,1
7806,17681,0,39,12500,150000,1,2,6,1,483,Firms,212,1
7807,17682,0,35,12500,150000,1,2,6,1,976,Firms,213,1
7808,17683,0,36,12500,150000,1,2,6,1,147,Firms,234,1
7809,17684,0,35,12500,150000,1,2,6,1,404,Firms,263,1
7810,17685,0,39,12500,150000,1,2,6,1,855,Firms,279,1
7811,17686,0,37,12500,150000,1,2,6,1,99,Firms,287,1
7812,17687,0,35,12500,150000,1,2,6,1,0,Firms,307,1
7813,17688,0,35,12500,150000,1,2,6,1,1994,Firms,308,1
7814,17689,0,42,12500,150000,1,2,6,1,282,Firms,309,1
7815,17690,0,43,12500,150000,1,2,6,1,734,Firms,310,1
7816,17691,0,35,12500,150000,1,2,6,1,1584,Firms,315,1
7817,17692,0,36,12500,150000,1,2,6,1,19,Firms,351,1
7818,17693,0,39,12500,150000,1,2,6,1,1197,Firms,405,1
7819,17694,0,38,12500,150000,1,2,6,1,684,Firms,479,1
7820,17695,0,42,12500,150000,1,2,6,1,196,Firms,483,1
7821,17696,0,38,12500,150000,1,2,6,1,1300,Firms,500,1
7822,17697,0,37,12500,150000,1,2,6,1,1,Firms,509,1
7823,17698,0,38,12500,150000,1,2,6,1,21,Firms,534,1
7824,17699,0,39,12500,150000,1,2,6,1,376,Firms,552,1
7825,17700,0,35,12500,150000,1,2,6,1,147,Firms,558,1
7826,17701,0,35,12500,150000,1,2,6,1,408,Firms,602,1
7827,17702,0,36,12500,150000,1,2,6,1,129,Firms,604,1
7828,17703,0,43,12500,150000,1,2,6,1,139,Firms,610,1
7829,17704,0,38,12500,150000,1,2,6,1,345,Firms,611,1
7830,17705,0,42,12500,150000,1,2,6,1,206,Firms,626,1
7831,17706,0,40,12500,150000,1,2,6,1,374,Firms,630,1
7832,17707,0,42,12500,150000,1,2,6,1,168,Firms,636,1
7833,17708,0,41,12500,150000,1,2,6,1,647,Firms,645,1
7834,17709,0,36,12500,150000,1,2,6,1,346,Firms,666,1
7835,17710,0,37,12500,150000,1,2,6,1,128,Firms,698,1
7836,17711,0,38,12500,150000,1,2,6,1,299,Firms,766,1
7837,17712,0,41,12500,150000,1,2,6,1,143,Firms,780,1
7838,17713,0,38,12500,150000,1,2,6,1,113,Firms,809,1
7839,17714,0,37,12500,150000,1,2,6,1,380,Firms,821,1
7840,17715,0,37,12500,150000,1,2,6,1,119,Firms,848,1
7841,17716,0,42,12500,150000,1,2,6,1,526,Firms,894,1
7842,17717,0,38,12500,150000,1,2,6,1,699,Firms,898,1
7843,17718,0,38,12500,150000,1,2,6,1,285,Firms,906,1
7844,17719,0,44,12500,150000,1,2,6,1,255,Firms,925,1
7845,17720,0,38,12500,150000,1,2,6,1,1287,Firms,930,1
7846,17721,0,44,12500,150000,1,2,6,1,428,Firms,932,1
7847,17722,0,35,12500,150000,1,2,6,1,395,Firms,952,1
7848,17723,0,35,12500,150000,1,2,6,1,580,Firms,961,1
7849,17724,0,42,12500,150000,1,2,6,1,646,Firms,977,1
7850,17725,0,44,12500,150000,1,2,6,1,723,Firms,1001,1
7851,17726,0,37,12500,150000,1,2,6,1,464,Firms,31,1
7852,17727,0,43,12500,150000,1,2,6,1,1011,Firms,47,1
7853,17728,0,36,12500,150000,1,2,6,1,1313,Firms,65,1
7854,17729,0,43,12500,150000,1,2,6,1,899,Firms,73,1
7855,17730,0,40,12500,150000,1,2,6,1,137,Firms,122,1
7856,17731,0,35,12500,150000,1,2,6,1,550,Firms,135,1
7857,17732,0,38,12500,150000,1,2,6,1,237,Firms,159,1
7858,17733,0,35,12500,150000,1,2,6,1,568,Firms,179,1
7859,17734,0,41,12500,150000,1,2,6,1,143,Firms,202,1
7860,17735,0,40,12500,150000,1,2,6,1,234,Firms,261,1
7861,17736,0,41,12500,150000,1,2,6,1,301,Firms,276,1
7862,17737,0,39,12500,150000,1,2,6,1,147,Firms,323,1
7863,17738,0,39,12500,150000,1,2,6,1,291,Firms,345,1
7864,17739,0,44,12500,150000,1,2,6,1,378,Firms,376,1
7865,17740,0,36,12500,150000,1,2,6,1,870,Firms,397,1
7866,17741,0,38,12500,150000,1,2,6,1,140,Firms,433,1
7867,17742,0,37,12500,150000,1,2,6,1,167,Firms,469,1
7868,17743,0,37,12500,150000,1,2,6,1,431,Firms,518,1
7869,17744,0,40,12500,150000,1,2,6,1,215,Firms,559,1
7870,17745,0,36,12500,150000,1,2,6,1,199,Firms,613,1
7871,17746,0,35,12500,150000,1,2,6,1,163,Firms,643,1
7872,17747,0,43,12500,150000,1,2,6,1,728,Firms,667,1
7873,17748,0,38,12500,150000,1,2,6,1,783,Firms,706,1
7874,17749,0,44,12500,150000,1,2,6,1,204,Firms,716,1
7875,17750,0,37,12500,150000,1,2,6,1,79,Firms,735,1
7876,17751,0,41,12500,150000,1,2,6,1,27,Firms,741,1
7877,17752,0,42,12500,150000,1,2,6,1,247,Firms,773,1
7878,17753,0,41,12500,150000,1,2,6,1,116,Firms,781,1
7879,17754,0,43,12500,150000,1,2,6,1,810,Firms,784,1
7880,17755,0,44,12500,150000,1,2,6,1,47,Firms,807,1
7881,17756,0,44,12500,150000,1,2,6,1,161,Firms,808,1
7882,17757,0,42,12500,150000,1,2,6,1,139,Firms,860,1
7883,17758,0,39,12500,150000,1,2,6,1,1336,Firms,872,1
7884,17759,0,42,12500,150000,1,2,6,1,880,Firms,873,1
7885,17760,0,44,12500,150000,1,2,6,1,458,Firms,878,1
7886,17761,0,41,12500,150000,1,2,6,1,1301,Firms,881,1
7887,17762,0,35,12500,150000,1,2,6,1,1071,Firms,882,1
7888,17763,0,44,12500,150000,1,2,6,1,224,Firms,883,1
7889,17764,0,36,12500,150000,1,2,6,1,1048,Firms,889,1
7890,17765,0,43,12500,150000,1,2,6,1,1429,Firms,954,1
7891,17766,0,44,12500,150000,1,2,6,1,39,Firms,985,1
7892,17767,0,37,12500,150000,1,2,6,1,97,Firms,999,1
7893,17768,0,35,12500,150000,1,2,6,1,140,Firms,26,1
7894,17769,0,42,12500,150000,1,2,6,1,449,Firms,103,1
7895,17770,0,37,12500,150000,1,2,6,1,1513,Firms,123,1
7896,17771,0,44,12500,150000,1,2,6,1,530,Firms,134,1
7897,17772,0,41,12500,150000,1,2,6,1,572,Firms,155,1
7898,17773,0,41,12500,150000,1,2,6,1,1135,Firms,184,1
7899,17774,1,55,3750,153000,1,3,4,2,1713,0,0,0
7899,17775,1,33,9000,153000,0,2,6,2,1713,Shops,1439,1
7900,17776,1,64,3750,153000,1,4,4,2,1713,0,0,1
7900,17777,1,30,9000,153000,0,2,6,2,1713,Firms,109,0
7901,17778,1,63,3750,153000,1,4,4,2,1714,0,0,0
7901,17779,1,34,9000,153000,0,2,6,2,1714,Firms,789,1
7902,17780,1,62,3750,153000,1,4,4,2,1714,0,0,1
7902,17781,1,27,9000,153000,0,2,6,2,1714,Shops,1440,0
7903,17782,1,62,3750,153000,1,4,4,2,1714,0,0,1
7903,17783,1,31,9000,153000,0,2,6,2,1714,Firms,783,0
7904,17784,1,64,3750,153000,1,4,4,2,1716,0,0,0
7904,17785,1,30,9000,153000,0,2,6,2,1716,Firms,276,1
7905,17786,1,62,3750,153000,1,4,4,2,1716,0,0,0
7905,17787,1,26,9000,153000,0,2,6,2,1716,Shops,1126,1
7906,17788,1,58,9000,153000,1,3,4,2,1716,0,0,0
7906,17789,1,31,3750,153000,0,2,6,2,1716,Schools,2324,1
7907,17790,1,61,3750,153000,1,4,4,2,1717,0,0,1
7907,17791,1,29,9000,153000,0,2,6,2,1717,Firms,698,0
7908,17792,1,63,3750,153000,1,4,4,2,1717,0,0,0
7908,17793,1,29,9000,153000,0,2,6,2,1717,Firms,240,1
7909,17794,1,63,3750,153000,1,4,4,2,1717,0,0,1
7909,17795,1,26,9000,153000,0,2,6,2,1717,Shops,1441,0
7910,17796,1,57,3750,153000,1,3,4,2,1717,0,0,0
7910,17797,1,28,9000,153000,0,2,6,2,1717,Shops,1150,1
7911,17798,1,63,3750,153000,1,4,4,2,1717,0,0,1
7911,17799,1,32,9000,153000,0,2,6,2,1717,Firms,359,0
7912,17800,1,55,3750,153000,1,3,4,2,1717,0,0,0
7912,17801,1,27,9000,153000,0,2,6,2,1717,Firms,221,1
7913,17802,1,64,9000,153000,1,4,4,2,1717,0,0,1
7913,17803,1,32,3750,153000,0,2,6,2,1717,Schools,2325,0
7914,17804,1,59,3750,153000,1,3,4,2,1720,0,0,1
7914,17805,1,30,9000,153000,0,2,6,2,1720,Shops,1442,0
7915,17806,1,56,3750,153000,1,3,4,2,1720,0,0,1
7915,17807,1,29,9000,153000,0,2,6,2,1720,Shops,1426,0
7916,17808,1,56,3750,153000,1,3,4,2,1720,0,0,1
7916,17809,1,29,9000,153000,0,2,6,2,1720,Firms,954,0
7917,17810,1,61,3750,153000,1,4,4,2,1721,0,0,1
7917,17811,1,26,9000,153000,0,2,6,2,1721,Firms,141,0
7918,17812,1,55,9000,153000,1,3,4,2,1721,0,0,0
7918,17813,1,33,3750,153000,0,2,6,2,1721,Schools,2326,1
7919,17814,1,62,3750,153000,1,4,4,2,1721,0,0,1
7919,17815,1,29,9000,153000,1,2,6,2,1721,Firms,699,0
7920,17816,1,61,9000,153000,1,4,4,2,1722,0,0,0
7920,17817,1,29,3750,153000,0,2,6,2,1722,Schools,2327,1
7921,17818,1,60,3750,153000,1,4,4,2,1724,0,0,1
7921,17819,1,34,9000,153000,0,2,6,2,1724,Firms,160,0
7922,17820,1,57,3750,153000,1,3,4,2,1724,0,0,0
7922,17821,1,33,9000,153000,0,2,6,2,1724,Firms,778,1
7923,17822,1,58,9000,153000,1,3,4,2,1726,0,0,0
7923,17823,1,29,3750,153000,0,2,6,2,1726,Schools,2328,1
7924,17824,1,60,3750,153000,1,4,4,2,1726,0,0,1
7924,17825,1,30,9000,153000,0,2,6,2,1726,Shops,1833,0
7925,17826,1,62,3750,153000,1,4,4,2,1726,0,0,0
7925,17827,1,29,9000,153000,0,2,6,2,1726,Firms,285,1
7926,17828,1,57,3750,153000,1,3,4,2,1726,0,0,1
7926,17829,1,34,9000,153000,0,2,6,2,1726,Shops,1755,0
7927,17830,1,64,3750,153000,1,4,4,2,1726,0,0,0
7927,17831,1,34,9000,153000,0,2,6,2,1726,Shops,1204,1
7928,17832,1,57,3750,153000,1,3,4,2,1726,0,0,0
7928,17833,1,26,9000,153000,0,2,6,2,1726,Firms,876,1
7929,17834,1,64,3750,153000,1,4,4,2,1727,0,0,0
7929,17835,1,29,9000,153000,0,2,6,2,1727,Shops,1595,1
7930,17836,1,60,3750,153000,1,4,4,2,1727,0,0,0
7930,17837,1,29,9000,153000,0,2,6,2,1727,Firms,819,1
7931,17838,1,60,3750,153000,1,4,4,2,1727,0,0,0
7931,17839,1,33,9000,153000,0,2,6,2,1727,Firms,609,1
7932,17840,1,60,3750,153000,1,4,4,2,1728,0,0,1
7932,17841,1,26,9000,153000,0,2,6,2,1728,Shops,1325,0
7933,17842,1,64,3750,153000,1,4,4,2,1728,0,0,0
7933,17843,1,30,9000,153000,0,2,6,2,1728,Shops,1370,1
7934,17844,1,56,9000,153000,1,3,4,2,1728,0,0,0
7934,17845,1,31,3750,153000,0,2,6,2,1728,Schools,2329,1
7935,17846,1,55,9000,153000,1,3,4,2,1729,0,0,0
7935,17847,1,32,3750,153000,0,2,6,2,1729,Schools,2330,1
7936,17848,1,57,3750,153000,1,3,4,2,1729,0,0,0
7936,17849,1,34,9000,153000,0,2,6,2,1729,Firms,654,1
7937,17850,1,61,3750,153000,1,4,4,2,1729,0,0,1
7937,17851,1,26,9000,153000,0,2,6,2,1729,Shops,1856,0
7938,17852,1,55,3750,153000,1,3,4,2,1729,0,0,1
7938,17853,1,25,9000,153000,0,2,6,2,1729,Firms,630,0
7939,17854,1,63,3750,153000,1,4,4,2,1730,0,0,1
7939,17855,1,28,9000,153000,1,2,6,2,1730,Shops,1228,0
7940,17856,1,61,9000,153000,1,4,4,2,1730,0,0,1
7940,17857,1,34,3750,153000,0,2,6,2,1730,Schools,2331,0
7941,17858,1,56,9000,153000,1,3,4,2,1730,0,0,1
7941,17859,1,30,3750,153000,0,2,6,2,1730,Schools,2332,0
7942,17860,1,58,3750,153000,1,3,4,2,1730,0,0,1
7942,17861,1,27,9000,153000,1,2,6,2,1730,Firms,220,0
7943,17862,1,63,3750,153000,1,4,4,2,1731,0,0,1
7943,17863,1,33,9000,153000,0,2,6,2,1731,Firms,62,0
7944,17864,1,61,3750,153000,1,4,4,2,1731,0,0,0
7944,17865,1,34,9000,153000,0,2,6,2,1731,Shops,1443,1
7945,17866,1,63,3750,153000,1,4,4,2,1731,0,0,0
7945,17867,1,30,9000,153000,0,2,6,2,1731,Firms,745,1
7946,17868,1,56,3750,153000,1,3,4,2,1731,0,0,0
7946,17869,1,30,9000,153000,0,2,6,2,1731,Shops,1596,1
7947,17870,1,64,3750,153000,1,4,4,2,1739,0,0,0
7947,17871,1,33,9000,153000,0,2,6,2,1739,Shops,1326,1
7948,17872,1,60,3750,153000,1,4,4,2,1739,0,0,1
7948,17873,1,29,9000,153000,0,2,6,2,1739,Shops,1633,0
7949,17874,1,56,3750,153000,1,3,4,2,1741,0,0,1
7949,17875,1,28,9000,153000,0,2,6,2,1741,Firms,901,0
7950,17876,1,55,3750,153000,1,3,4,2,1741,0,0,0
7950,17877,1,29,9000,153000,0,2,6,2,1741,Shops,1820,1
7951,17878,0,41,12500,150000,1,2,6,1,374,Firms,194,1
7952,17879,0,37,12500,150000,1,2,6,1,338,Firms,223,1
7953,17880,0,43,12500,150000,1,2,6,1,188,Firms,229,1
7954,17881,0,36,12500,150000,1,2,6,1,1465,Firms,230,1
7955,17882,0,37,12500,150000,1,2,6,1,1528,Firms,238,1
7956,17883,0,36,12500,150000,1,2,6,1,160,Firms,243,1
7957,17884,0,44,12500,150000,1,2,6,1,1131,Firms,256,1
7958,17885,0,42,12500,150000,1,2,6,1,139,Firms,266,1
7959,17886,0,37,12500,150000,1,2,6,1,318,Firms,294,1
7960,17887,0,43,12500,150000,1,2,6,1,205,Firms,314,1
7961,17888,0,39,12500,150000,1,2,6,1,37,Firms,330,1
7962,17889,0,41,12500,150000,1,2,6,1,317,Firms,341,1
7963,17890,0,44,12500,150000,1,2,6,1,1205,Firms,347,1
7964,17891,0,43,12500,150000,1,2,6,1,184,Firms,368,1
7965,17892,0,44,12500,150000,1,2,6,1,622,Firms,378,1
7966,17893,0,44,12500,150000,1,2,6,1,783,Firms,457,1
7967,17894,0,44,12500,150000,1,2,6,1,559,Firms,464,1
7968,17895,0,44,12500,150000,1,2,6,1,569,Firms,477,1
7969,17896,0,37,12500,150000,1,2,6,1,428,Firms,517,1
7970,17897,0,44,12500,150000,1,2,6,1,537,Firms,532,1
7971,17898,0,36,12500,150000,1,2,6,1,806,Firms,545,1
7972,17899,0,44,12500,150000,1,2,6,1,184,Firms,548,1
7973,17900,0,39,12500,150000,1,2,6,1,546,Firms,567,1
7974,17901,0,36,12500,150000,1,2,6,1,216,Firms,580,1
7975,17902,0,36,12500,150000,1,2,6,1,30,Firms,584,1
7976,17903,0,43,12500,150000,1,2,6,1,2,Firms,593,1
7977,17904,0,40,12500,150000,1,2,6,1,427,Firms,637,1
7978,17905,0,41,12500,150000,1,2,6,1,150,Firms,671,1
7979,17906,0,42,12500,150000,1,2,6,1,919,Firms,687,1
7980,17907,0,38,12500,150000,1,2,6,1,1791,Firms,688,1
7981,17908,0,37,12500,150000,1,2,6,1,25,Firms,711,1
7982,17909,0,43,12500,150000,1,2,6,1,605,Firms,739,1
7983,17910,0,42,12500,150000,1,2,6,1,211,Firms,740,1
7984,17911,0,35,12500,150000,1,2,6,1,898,Firms,745,1
7985,17912,0,43,12500,150000,1,2,6,1,374,Firms,757,1
7986,17913,0,42,12500,150000,1,2,6,1,318,Firms,782,1
7987,17914,0,37,12500,150000,1,2,6,1,357,Firms,790,1
7988,17915,0,35,12500,150000,1,2,6,1,1344,Firms,854,1
7989,17916,0,39,12500,150000,1,2,6,1,488,Firms,864,1
7990,17917,0,36,12500,150000,1,2,6,1,350,Firms,865,1
7991,17918,0,40,12500,150000,1,2,6,1,1979,Firms,887,1
7992,17919,0,37,12500,150000,1,2,6,1,250,Firms,905,1
7993,17920,0,38,12500,150000,1,2,6,1,1683,Firms,912,1
7994,17921,0,42,12500,150000,1,2,6,1,737,Firms,935,1
7995,17922,0,43,12500,150000,1,2,6,1,1552,Firms,942,1
7996,17923,0,38,12500,150000,1,2,6,1,703,Firms,958,1
7997,17924,0,37,12500,150000,1,2,6,1,388,Firms,971,1
7998,17925,0,36,12500,150000,1,2,6,1,1421,Firms,987,1
7999,17926,0,40,12500,150000,1,2,6,1,503,Firms,25,1
8000,17927,0,36,12500,150000,1,2,6,1,145,Firms,80,1
8001,17928,0,39,12500,150000,1,2,6,1,172,Firms,87,1
8002,17929,0,38,12500,150000,1,2,6,1,827,Firms,147,1
8003,17930,0,37,12500,150000,1,2,6,1,208,Firms,160,1
8004,17931,0,35,12500,150000,1,2,6,1,554,Firms,167,1
8005,17932,0,39,12500,150000,1,2,6,1,1388,Firms,185,1
8006,17933,0,37,12500,150000,1,2,6,1,1521,Firms,246,1
8007,17934,0,40,12500,150000,1,2,6,1,597,Firms,247,1
8008,17935,0,38,12500,150000,1,2,6,1,1347,Firms,252,1
8009,17936,0,41,12500,150000,1,2,6,1,299,Firms,299,1
8010,17937,0,38,12500,150000,1,2,6,1,333,Firms,322,1
8011,17938,0,44,12500,150000,1,2,6,1,1438,Firms,328,1
8012,17939,0,35,12500,150000,1,2,6,1,99,Firms,408,1
8013,17940,0,40,12500,150000,1,2,6,1,216,Firms,421,1
8014,17941,0,38,12500,150000,1,2,6,1,339,Firms,439,1
8015,17942,0,44,12500,150000,1,2,6,1,959,Firms,440,1
8016,17943,0,39,12500,150000,1,2,6,1,1485,Firms,451,1
8017,17944,0,40,12500,150000,1,2,6,1,1107,Firms,488,1
8018,17945,0,36,12500,150000,1,2,6,1,378,Firms,526,1
8019,17946,0,42,12500,150000,1,2,6,1,538,Firms,537,1
8020,17947,0,35,12500,150000,1,2,6,1,811,Firms,542,1
8021,17948,0,37,12500,150000,1,2,6,1,849,Firms,569,1
8022,17949,0,42,12500,150000,1,2,6,1,164,Firms,634,1
8023,17950,0,38,12500,150000,1,2,6,1,464,Firms,649,1
8024,17951,0,40,12500,150000,1,2,6,1,103,Firms,662,1
8025,17952,0,42,12500,150000,1,2,6,1,131,Firms,678,1
