HHD,PID,Gender,Age,Income,Hhd_income,License,Status,Education,Edu_year,Edu_durati,Hhd_size,WS,ID,Rela,Property,Residence,LiveLong,LiveLat,WELong,WELat,Max_Fri,Min_Fri
8323,18998,0,55,5134,247613,0,2,5,0,0,4,Businessmen,1568,2,0,483,116.4765328,39.86796106,116.4634864,40.21963965,2,1
8323,18999,0,14,0,247613,0,1,3,3,3,4,Schools,2157,3,0,483,116.4765328,39.86796106,115.8120065,40.53084713,2,1
8324,19000,1,55,3000,179437,1,4,3,0,0,4,0,0,2,0,483,116.4765328,39.86796106,0,0,2,1
8324,19001,0,58,3750,179437,0,2,5,0,0,4,Firms,148,4,0,483,116.4765328,39.86796106,116.0853743,39.88807577,2,1
8324,19002,0,35,8203,179437,0,2,5,0,0,4,Businessmen,1569,1,0,483,116.4765328,39.86796106,116.6461635,39.8579026,40,20
8324,19003,0,20,0,179437,0,1,7,3,4,4,Schools,2283,11,0,483,116.4765328,39.86796106,116.3852162,40.01875684,40,20
8325,19004,1,59,3000,294312,1,4,3,0,0,4,0,0,1,1,483,116.4765328,39.86796106,0,0,8,2
8325,19005,0,60,12500,294312,0,2,5,0,0,4,Businessmen,1370,2,0,483,116.4765328,39.86796106,116.2417688,39.97855828,8,2
8325,19006,0,38,9026,294312,1,2,5,0,0,4,Businessmen,1570,3,0,483,116.4765328,39.86796106,116.2678448,39.99865868,19,8
8325,19007,0,11,0,294312,0,1,2,6,6,4,Schools,1970,6,0,483,116.4765328,39.86796106,116.0723467,40.03885287,19,8
8326,19008,1,58,3750,289579,1,4,3,0,0,4,0,0,2,0,119,116.2026599,39.93835031,0,0,19,8
8326,19009,0,38,12500,289579,0,2,5,0,0,4,Firms,510,11,0,119,116.2026599,39.93835031,116.4113045,39.86796106,2,1
8326,19010,0,57,7882,289579,0,2,5,0,0,4,Businessmen,1571,1,1,119,116.2026599,39.93835031,116.2548064,39.7774066,19,8
8326,19011,0,16,0,289579,0,1,4,2,3,4,Schools,2400,3,0,119,116.2026599,39.93835031,116.620064,39.87801878,2,1
8327,19012,1,60,3927,242126,1,4,3,0,0,4,0,0,4,0,119,116.2026599,39.93835031,0,0,40,20
8327,19013,0,63,12500,242126,0,2,5,0,0,4,Firms,963,4,0,119,116.2026599,39.93835031,116.7636163,39.87801878,8,2
8327,19014,0,41,3750,242126,1,2,5,0,0,4,Businessmen,1572,11,0,119,116.2026599,39.93835031,116.0853743,39.75727422,8,2
8327,19015,0,22,0,242126,0,1,9,1,3,4,Schools,2359,1,1,119,116.2026599,39.93835031,116.3460874,39.8579026,8,2
8328,19016,1,61,3000,120423,1,4,3,0,0,4,0,0,4,0,1598,116.0462943,39.71699862,0,0,19,8
8328,19017,0,58,3750,120423,0,2,5,0,0,4,Firms,787,4,0,1598,116.0462943,39.71699862,116.1244622,40.01875684,19,8
8328,19018,0,37,3285,120423,0,2,5,0,0,4,Businessmen,1573,1,1,1598,116.0462943,39.71699862,116.0072227,39.63640098,2,1
8328,19019,0,11,0,120423,0,1,2,6,6,4,Schools,1971,3,0,1598,116.0462943,39.71699862,116.4504403,39.86796106,2,1
8329,19020,1,62,3083,222995,1,4,3,0,0,4,0,0,4,0,1598,116.0462943,39.71699862,0,0,19,8
8329,19021,0,38,12500,222995,0,2,5,0,0,4,Firms,182,1,1,1598,116.0462943,39.71699862,116.4373946,39.93835031,40,20
8329,19022,0,55,3000,222995,0,2,5,0,0,4,Firms,968,11,0,1598,116.0462943,39.71699862,116.5287221,39.70692738,8,2
8329,19023,0,23,0,222995,0,1,9,2,3,4,Schools,2330,11,0,1598,116.0462943,39.71699862,116.6070145,40.13930497,8,2
8330,19024,1,64,2654,112843,1,4,3,0,0,4,0,0,2,0,470,116.1244622,39.86796106,0,0,2,1
8330,19025,0,55,3750,112843,0,2,5,0,0,4,Firms,595,1,0,470,116.1244622,39.86796106,116.5156743,40.03885287,2,1
8330,19026,0,42,3000,112843,0,2,5,0,0,4,Firms,970,11,0,470,116.1244622,39.86796106,116.8419182,39.83778341,2,1
8330,19027,0,20,0,112843,0,1,7,3,4,4,Schools,2284,3,0,470,116.1244622,39.86796106,116.3852162,39.80759871,40,20
8331,19028,1,64,3000,231000,1,4,3,0,0,4,0,0,4,0,470,116.1244622,39.86796106,0,0,19,8
8331,19029,0,35,12500,231000,0,2,5,0,0,4,Firms,109,11,0,470,116.1244622,39.86796106,116.5417702,39.8579026,19,8
8331,19030,0,57,3750,231000,0,2,5,0,0,4,Firms,832,4,0,470,116.1244622,39.86796106,116.5809161,39.86796106,2,1
8331,19031,0,23,0,231000,0,1,9,2,3,4,Schools,2359,1,1,470,116.1244622,39.86796106,116.3460874,39.8579026,19,8
8332,19032,1,63,3000,231000,1,4,3,0,0,4,0,0,1,1,495,116.5548186,39.79753552,0,0,2,1
8332,19033,0,35,3750,231000,0,2,5,0,0,4,Firms,669,3,0,495,116.5548186,39.79753552,116.5548186,39.95845553,19,8
8332,19034,0,63,12500,231000,0,2,5,0,0,4,Firms,974,2,0,495,116.5548186,39.79753552,116.5026268,40.40034399,19,8
8332,19035,0,21,0,231000,0,1,7,4,4,4,Schools,2304,3,0,495,116.5548186,39.79753552,116.2548064,39.73713826,40,20
8333,19036,1,58,3750,185958,1,4,3,0,0,4,0,0,4,0,773,116.7375153,40.20959886,0,0,19,8
8333,19037,0,57,3000,185958,1,2,5,0,0,4,Firms,975,4,0,773,116.7375153,40.20959886,116.2548064,40.02880511,19,8
8333,19038,0,36,8747,185958,0,2,5,0,0,4,Businessmen,1574,1,1,773,116.7375153,40.20959886,116.4765328,39.8579026,40,20
8333,19039,0,18,0,185958,0,1,7,1,4,4,Schools,2284,11,0,773,116.7375153,40.20959886,116.3852162,39.80759871,19,8
8334,19040,1,60,3750,290519,1,4,3,0,0,4,0,0,1,1,773,116.7375153,40.20959886,0,0,19,8
8334,19041,0,56,7960,290519,0,2,5,0,0,4,Businessmen,1575,2,0,773,116.7375153,40.20959886,116.620064,39.73713826,19,8
8334,19042,0,35,12500,290519,0,2,5,0,0,4,Businessmen,1580,3,0,773,116.7375153,40.20959886,116.5939652,40.34011337,2,1
8334,19043,0,19,0,290519,0,1,7,2,4,4,Schools,2284,3,0,773,116.7375153,40.20959886,116.3852162,39.80759871,2,1
8335,19044,1,59,3000,130997,1,4,3,0,0,4,0,0,4,0,977,116.5678672,39.81766108,0,0,40,20
8335,19045,0,59,4166,130997,0,2,5,0,0,4,Businessmen,1576,4,0,977,116.5678672,39.81766108,116.6461635,40.09912929,8,2
8335,19046,0,36,3750,130997,0,2,5,0,0,4,Businessmen,1737,1,0,977,116.5678672,39.81766108,116.5287221,40.07903898,19,8
8335,19047,0,11,0,130997,0,1,2,6,6,4,Schools,1971,3,0,977,116.5678672,39.81766108,116.4504403,39.86796106,2,1
8336,19048,1,56,6598,274176,1,4,3,0,0,4,0,0,2,0,977,116.5678672,39.81766108,0,0,2,1
8336,19049,0,36,3750,274176,0,2,5,0,0,4,Firms,707,1,1,977,116.5678672,39.81766108,116.3982601,40.01875684,8,2
8336,19050,0,61,12500,274176,0,2,5,0,0,4,Firms,984,4,0,977,116.5678672,39.81766108,116.3982601,39.7774066,19,8
8336,19051,0,20,0,274176,0,1,7,3,4,4,Schools,2285,11,0,977,116.5678672,39.81766108,116.828868,39.84784339,19,8
8337,19052,1,0,0,302195,0,1,0,1,3,4,0,0,3,0,1563,116.5939652,39.80759871,0,0,40,20
8337,19053,0,58,8933,302195,0,4,3,0,0,4,0,0,4,0,1563,116.5939652,39.80759871,0,0,2,1
8337,19054,0,56,3750,302195,1,2,5,0,0,4,Firms,542,11,0,1563,116.5939652,39.80759871,116.1765909,40.07903898,40,20
8337,19055,0,36,12500,302195,0,2,5,0,0,4,Firms,814,1,1,1563,116.5939652,39.80759871,116.3721728,40.01875684,19,8
8338,19056,1,58,9817,312800,1,4,3,0,0,4,0,0,4,0,1446,116.0984028,40.10917381,0,0,2,1
8338,19057,0,56,3750,312800,1,2,5,0,0,4,Firms,542,4,0,1446,116.0984028,40.10917381,116.1765909,40.07903898,19,8
8338,19058,0,40,12500,312800,0,2,5,0,0,4,Firms,616,11,0,1446,116.0984028,40.10917381,116.4373946,39.78747148,19,8
8338,19059,0,20,0,312800,0,1,7,3,4,4,Schools,2285,1,1,1446,116.0984028,40.10917381,116.828868,39.84784339,19,8
8339,19060,1,62,3750,231000,1,4,3,0,0,4,0,0,4,0,1310,116.4634864,39.82772264,0,0,2,1
8339,19061,0,55,12500,231000,0,2,5,0,0,4,Firms,268,4,0,1310,116.4634864,39.82772264,115.8380204,40.04890012,19,8
8339,19062,0,43,3000,231000,0,2,5,0,0,4,Firms,994,12,0,1310,116.4634864,39.82772264,116.2417688,39.88807577,2,1
8339,19063,0,22,0,231000,0,1,9,1,3,4,Schools,2364,1,0,1310,116.4634864,39.82772264,116.5287221,39.94840323,2,1
8340,19064,1,61,2822,228862,1,4,3,0,0,4,0,0,1,0,1225,116.9463134,40.27987959,0,0,19,8
8340,19065,0,55,3750,228862,0,2,5,0,0,4,Firms,689,2,0,1225,116.9463134,40.27987959,116.5156743,40.19955779,19,8
8340,19066,0,42,12500,228862,0,2,5,0,0,4,Firms,701,11,0,1225,116.9463134,40.27987959,116.3330455,40.18951644,19,8
8340,19067,0,9,0,228862,0,1,2,4,6,4,Schools,1972,6,0,1225,116.9463134,40.27987959,116.4895796,40.06899316,19,8
8341,19068,1,60,3000,231000,1,4,3,0,0,4,0,0,2,0,537,116.4243493,40.00870803,0,0,8,2
8341,19069,0,44,3750,231000,0,2,5,0,0,4,Firms,665,11,0,537,116.4243493,40.00870803,116.5939652,40.19955779,40,20
8341,19070,0,61,12500,231000,0,2,5,0,0,4,Firms,995,1,0,537,116.4243493,40.00870803,117.0245996,40.11921792,19,8
8341,19071,0,18,0,231000,0,1,7,1,4,4,Schools,2316,3,0,537,116.4243493,40.00870803,116.4895796,39.92829675,19,8
8342,19072,1,57,3750,130289,1,4,3,0,0,4,0,0,2,0,173,116.2287318,40.16943283,0,0,19,8
8342,19073,0,60,3000,130289,0,2,5,0,0,4,Firms,996,4,0,173,116.2287318,40.16943283,116.7244649,40.36019045,19,8
8342,19074,0,39,4107,130289,0,2,5,0,0,4,Businessmen,1577,1,1,173,116.2287318,40.16943283,116.5548186,40.25980045,19,8
8342,19075,0,20,0,130289,0,1,7,3,4,4,Schools,2286,11,0,173,116.2287318,40.16943283,116.2678448,39.97855828,2,1
8343,19076,1,60,3750,231000,1,4,3,0,0,4,0,0,4,0,173,116.2287318,40.16943283,0,0,19,8
8343,19077,0,43,12500,231000,0,2,5,0,0,4,Firms,784,11,0,173,116.2287318,40.16943283,117.1289603,40.07903898,2,1
8343,19078,0,63,3000,231000,0,2,5,0,0,4,Firms,1000,4,0,173,116.2287318,40.16943283,116.7244649,40.24976058,2,1
8343,19079,0,23,0,231000,0,1,9,2,3,4,Schools,2364,1,1,173,116.2287318,40.16943283,116.5287221,39.94840323,40,20
8344,19080,1,60,3000,231000,1,4,3,0,0,4,0,0,2,0,776,116.5678672,39.99865868,0,0,2,1
8344,19081,0,56,12500,231000,0,2,5,0,0,4,Businessmen,1511,11,0,776,116.5678672,39.99865868,116.3591298,40.00870803,19,8
8344,19082,0,43,3750,231000,0,2,5,0,0,4,Businessmen,1578,1,1,776,116.5678672,39.99865868,116.5156743,39.78747148,2,1
8344,19083,0,13,0,231000,0,1,3,2,3,4,Schools,2133,3,0,776,116.5678672,39.99865868,116.3200042,40.08908436,19,8
8345,19084,1,59,6719,161633,1,4,3,0,0,4,0,0,1,1,5,116.1244622,39.79753552,0,0,8,2
8345,19085,0,58,3750,161633,0,2,5,0,0,4,Firms,41,2,0,5,116.1244622,39.79753552,116.2808837,39.94840323,2,1
8345,19086,0,35,3000,161633,0,2,5,0,0,4,Firms,1001,3,0,5,116.1244622,39.79753552,115.9942008,39.72706891,2,1
8345,19087,0,10,0,161633,0,1,2,5,6,4,Schools,1973,6,0,5,116.1244622,39.79753552,116.4373946,39.94840323,2,1
8346,19088,1,59,3750,240755,1,4,3,0,0,4,0,0,4,0,1460,116.2287318,40.06899316,0,0,19,8
8346,19089,0,41,12500,240755,0,2,5,0,0,4,Firms,372,11,0,1460,116.2287318,40.06899316,116.5809161,39.99865868,40,20
8346,19090,0,60,3813,240755,0,2,5,0,0,4,Businessmen,1579,4,0,1460,116.2287318,40.06899316,116.3330455,39.95845553,40,20
8346,19091,0,22,0,240755,0,1,9,1,3,4,Schools,2359,1,1,1460,116.2287318,40.06899316,116.3460874,39.8579026,19,8
8347,19092,1,56,12500,296649,1,3,3,0,0,4,0,0,4,0,771,115.7209975,39.97855828,0,0,19,8
8347,19093,0,62,3000,296649,0,2,5,0,0,4,Firms,4,4,0,771,115.7209975,39.97855828,116.0853743,39.79753552,40,20
8347,19094,0,41,9221,296649,0,2,5,0,0,4,Businessmen,1580,12,0,771,115.7209975,39.97855828,116.5939652,40.34011337,19,8
8347,19095,0,20,0,296649,0,1,7,3,4,4,Schools,2286,1,1,771,115.7209975,39.97855828,116.2678448,39.97855828,2,1
8348,19096,1,55,3000,296296,1,4,3,0,0,4,0,0,2,0,771,115.7209975,39.97855828,0,0,2,1
8348,19097,0,59,9191,296296,0,2,5,0,0,4,Businessmen,1581,1,1,771,115.7209975,39.97855828,116.4373946,40.04890012,19,8
8348,19098,0,36,12500,296296,0,2,5,0,0,4,Businessmen,1863,3,0,771,115.7209975,39.97855828,116.7375153,39.99865868,40,20
8348,19099,0,18,0,296296,0,1,7,1,4,4,Schools,2286,3,0,771,115.7209975,39.97855828,116.2678448,39.97855828,2,1
8349,19100,1,63,12500,303318,1,4,3,0,0,4,0,0,4,0,387,116.2156955,40.02880511,0,0,19,8
8349,19101,0,57,3750,303318,0,2,5,0,0,4,Firms,336,4,0,387,116.2156955,40.02880511,116.7244649,40.04890012,40,20
8349,19102,0,41,9027,303318,0,2,5,0,0,4,Businessmen,1582,12,0,387,116.2156955,40.02880511,116.150525,39.92829675,19,8
8349,19103,0,19,0,303318,0,1,7,2,4,4,Schools,2287,1,1,387,116.2156955,40.02880511,116.5678672,39.73713826,2,1
8350,19104,1,55,12500,249685,1,3,3,0,0,4,0,0,2,0,58,116.6722636,39.99865868,0,0,19,8
8350,19105,0,36,3000,249685,0,2,5,0,0,4,Firms,8,1,1,58,116.6722636,39.99865868,116.2417688,40.49069056,40,20
8350,19106,0,59,5307,249685,0,2,5,0,0,4,Businessmen,1583,4,0,58,116.6722636,39.99865868,116.1635576,39.61624124,19,8
8350,19107,0,19,0,249685,0,1,7,2,4,4,Schools,2287,11,0,58,116.6722636,39.99865868,116.5678672,39.73713826,40,20
8351,19108,1,64,3750,231000,1,4,3,0,0,4,0,0,1,1,1756,116.4504403,39.97855828,0,0,19,8
8351,19109,0,64,12500,231000,0,2,5,0,0,4,Firms,13,2,0,1756,116.4504403,39.97855828,116.4504403,39.84784339,19,8
8351,19110,0,37,3000,231000,0,2,5,0,0,4,Firms,17,3,0,1756,116.4504403,39.97855828,116.7766667,40.56096636,19,8
8351,19111,0,8,0,231000,0,1,2,3,6,4,Schools,2112,6,0,1756,116.4504403,39.97855828,116.1765909,39.89813205,40,20
8352,19112,1,59,12500,292236,1,3,3,0,0,4,0,0,1,1,557,116.0332695,40.42042068,0,0,2,1
8352,19113,0,63,3750,292236,0,2,5,0,0,4,Firms,18,2,0,557,116.0332695,40.42042068,116.4243493,39.8579026,40,20
8352,19114,0,38,8103,292236,0,2,5,0,0,4,Businessmen,1584,3,0,557,116.0332695,40.42042068,116.6592135,39.9685072,8,2
8352,19115,0,11,0,292236,0,1,2,6,6,4,Schools,1974,6,0,557,116.0332695,40.42042068,116.4243493,39.89813205,19,8
8353,19116,1,64,3750,256946,1,4,3,0,0,4,0,0,2,0,678,116.9593618,40.43045906,0,0,2,1
8353,19117,0,44,12500,256946,0,2,5,0,0,4,Firms,94,11,0,678,116.9593618,40.43045906,116.6722636,40.16943283,2,1
8353,19118,0,57,5162,256946,0,2,5,0,0,4,Businessmen,1585,1,1,678,116.9593618,40.43045906,116.4113045,40.27987959,2,1
8353,19119,0,6,0,256946,0,1,2,1,6,4,Schools,1975,6,0,678,116.9593618,40.43045906,116.4113045,39.91824252,40,20
8354,19120,1,57,2667,226999,1,4,3,0,0,4,0,0,4,0,678,116.9593618,40.43045906,0,0,8,2
8354,19121,0,61,3750,226999,0,2,5,0,0,4,Firms,22,4,0,678,116.9593618,40.43045906,116.2156955,39.71699862,40,20
8354,19122,0,36,12500,226999,0,2,5,0,0,4,Firms,958,1,1,678,116.9593618,40.43045906,116.5156743,39.64647925,8,2
8354,19123,0,8,0,226999,0,1,2,3,6,4,Schools,1976,3,0,678,116.9593618,40.43045906,116.3069634,39.62632165,2,1
8355,19124,1,0,0,260890,0,1,0,1,3,4,0,0,3,0,20,116.7897171,40.14934794,0,0,40,20
8355,19125,0,56,3750,260890,0,4,3,0,0,4,0,0,11,0,20,116.7897171,40.14934794,0,0,8,2
8355,19126,0,62,12500,260890,0,2,5,0,0,4,Firms,28,4,0,20,116.7897171,40.14934794,116.5939652,39.70692738,2,1
8355,19127,0,36,5491,260890,1,2,5,0,0,4,Businessmen,1586,1,1,20,116.7897171,40.14934794,116.6983641,39.70692738,8,2
8356,19128,1,56,2557,225684,1,4,3,0,0,4,0,0,2,0,689,116.620064,40.09912929,0,0,2,1
8356,19129,0,64,3750,225684,0,2,5,0,0,4,Firms,35,4,0,689,116.620064,40.09912929,115.8900627,39.64647925,2,1
8356,19130,0,38,12500,225684,0,2,5,0,0,4,Firms,250,1,1,689,116.620064,40.09912929,116.2939233,39.82772264,40,20
8356,19131,0,9,0,225684,0,1,2,4,6,4,Schools,1976,3,0,689,116.620064,40.09912929,116.3069634,39.62632165,40,20
8357,19132,1,55,12500,275982,1,3,3,0,0,4,0,0,4,0,689,116.620064,40.09912929,0,0,2,1
8357,19133,0,64,3000,275982,0,2,5,0,0,4,Firms,37,4,0,689,116.620064,40.09912929,116.7244649,40.24976058,19,8
8357,19134,0,43,7499,275982,0,2,5,0,0,4,Businessmen,1587,12,0,689,116.620064,40.09912929,116.5417702,39.89813205,19,8
8357,19135,0,20,0,275982,0,1,6,3,3,4,Schools,2414,1,1,689,116.620064,40.09912929,116.5156743,40.11921792,19,8
8358,19136,1,64,3000,239293,1,4,3,0,0,4,0,0,1,0,758,116.6070145,40.08908436,0,0,19,8
8358,19137,0,60,12500,239293,0,2,5,0,0,4,Businessmen,1443,2,0,758,116.6070145,40.08908436,116.0723467,40.2397205,2,1
8358,19138,0,44,4441,239293,0,2,5,0,0,4,Businessmen,1588,11,0,758,116.6070145,40.08908436,116.2417688,39.87801878,2,1
8358,19139,0,18,0,239293,0,1,7,1,4,4,Schools,2258,6,0,758,116.6070145,40.08908436,116.5939652,39.94840323,40,20
8359,19140,1,55,3000,225019,1,4,3,0,0,4,0,0,2,0,1400,116.9593618,40.05894688,0,0,2,1
8359,19141,0,63,12500,225019,0,2,5,0,0,4,Firms,56,4,0,1400,116.9593618,40.05894688,116.5287221,39.70692738,8,2
8359,19142,0,40,3252,225019,0,2,5,0,0,4,Businessmen,1589,1,1,1400,116.9593618,40.05894688,116.7766667,40.2296802,2,1
8359,19143,0,9,0,225019,0,1,2,4,6,4,Schools,1991,3,0,1400,116.9593618,40.05894688,116.2156955,40.02880511,19,8
8360,19144,1,58,12500,294756,1,3,3,0,0,4,0,0,1,1,1387,116.3591298,39.79753552,0,0,8,2
8360,19145,0,36,3000,294756,0,2,5,0,0,4,Firms,76,3,0,1387,116.3591298,39.79753552,115.9942008,39.8579026,40,20
8360,19146,0,57,9063,294756,0,2,5,0,0,4,Businessmen,1590,2,0,1387,116.3591298,39.79753552,116.3200042,40.01875684,40,20
8360,19147,0,9,0,294756,0,1,2,4,6,4,Schools,1977,6,0,1387,116.3591298,39.79753552,116.3982601,40.11921792,2,1
8361,19148,1,59,2575,225894,1,4,3,0,0,4,0,0,2,0,1387,116.3591298,39.79753552,0,0,2,1
8361,19149,0,37,12500,225894,0,2,5,0,0,4,Firms,675,3,0,1387,116.3591298,39.79753552,116.4504403,39.84784339,2,1
8361,19150,0,60,3750,225894,0,2,5,0,0,4,Firms,789,1,1,1387,116.3591298,39.79753552,116.4373946,39.86796106,40,20
8361,19151,0,21,0,225894,0,1,7,4,4,4,Schools,2287,3,0,1387,116.3591298,39.79753552,116.5678672,39.73713826,19,8
8362,19152,1,55,3000,257692,1,4,3,0,0,4,0,0,2,0,1042,116.3721728,39.93835031,0,0,40,20
8362,19153,0,57,5974,257692,0,2,5,0,0,4,Businessmen,1591,11,0,1042,116.3721728,39.93835031,116.4634864,40.15939055,19,8
8362,19154,0,37,12500,257692,0,2,5,0,0,4,Businessmen,1894,1,1,1042,116.3721728,39.93835031,116.3330455,39.81766108,40,20
8362,19155,0,11,0,257692,0,1,2,6,6,4,Schools,1978,3,0,1042,116.3721728,39.93835031,116.5026268,39.63640098,8,2
8363,19156,1,60,12500,288737,1,4,3,0,0,4,0,0,1,1,130,116.8549682,40.16943283,0,0,2,1
8363,19157,0,40,3750,288737,0,2,5,0,0,4,Businessmen,1086,2,0,130,116.8549682,40.16943283,116.5026268,39.81766108,19,8
8363,19158,0,60,7811,288737,0,2,5,0,0,4,Businessmen,1592,11,0,130,116.8549682,40.16943283,116.6592135,40.25980045,2,1
8363,19159,0,9,0,288737,0,1,2,4,6,4,Schools,1979,6,0,130,116.8549682,40.16943283,116.1244622,39.71699862,2,1
8364,19160,1,61,3750,231000,1,4,3,0,0,4,0,0,2,0,683,116.4243493,39.87801878,0,0,2,1
8364,19161,0,58,3000,231000,0,2,5,0,0,4,Firms,92,11,0,683,116.4243493,39.87801878,116.8027675,40.20959886,2,1
8364,19162,0,42,12500,231000,0,2,5,0,0,4,Firms,721,1,1,683,116.4243493,39.87801878,116.5026268,40.12926163,2,1
8364,19163,0,23,0,231000,0,1,9,2,3,4,Schools,2366,11,0,683,116.4243493,39.87801878,116.3200042,40.27987959,40,20
8365,19164,1,60,3000,122746,1,4,3,0,0,4,0,0,1,1,556,116.7375153,39.7774066,0,0,8,2
8365,19165,0,55,3479,122746,0,2,5,0,0,4,Businessmen,1593,2,0,556,116.7375153,39.7774066,116.3460874,39.8579026,40,20
8365,19166,0,35,3750,122746,0,2,5,0,0,4,Businessmen,1921,3,0,556,116.7375153,39.7774066,116.3069634,39.9685072,19,8
8365,19167,0,22,0,122746,0,1,9,1,3,4,Schools,2359,3,0,556,116.7375153,39.7774066,116.3460874,39.8579026,2,1
8366,19168,1,57,6433,158195,1,4,3,0,0,4,0,0,4,0,415,116.8549682,39.81766108,0,0,2,1
8366,19169,0,61,3000,158195,0,2,5,0,0,4,Firms,95,4,0,415,116.8549682,39.81766108,116.2808837,39.52546697,40,20
8366,19170,0,43,3750,158195,0,2,5,0,0,4,Businessmen,1594,11,0,415,116.8549682,39.81766108,116.2678448,39.88807577,19,8
8366,19171,0,24,0,158195,0,1,9,3,3,4,Schools,2359,1,1,415,116.8549682,39.81766108,116.3460874,39.8579026,19,8
8367,19172,1,57,3000,270597,1,4,3,0,0,4,0,0,2,0,58,116.6722636,39.99865868,0,0,19,8
8367,19173,0,41,12500,270597,0,2,5,0,0,4,Firms,347,1,1,58,116.6722636,39.99865868,116.1765909,40.00870803,19,8
8367,19174,0,55,7050,270597,0,2,5,0,0,4,Businessmen,1595,11,0,58,116.6722636,39.99865868,116.7897171,39.76734085,40,20
8367,19175,0,24,0,270597,0,1,9,3,3,4,Schools,2359,11,0,58,116.6722636,39.99865868,116.3460874,39.8579026,8,2
8368,19176,1,59,3750,300453,1,4,3,0,0,4,0,0,1,1,58,116.6722636,39.99865868,0,0,2,1
8368,19177,0,42,12500,300453,0,2,5,0,0,4,Firms,208,2,0,58,116.6722636,39.99865868,116.5287221,40.08908436,8,2
8368,19178,0,58,8788,300453,0,2,5,0,0,4,Businessmen,1596,11,0,58,116.6722636,39.99865868,116.1896251,39.94840323,2,1
8368,19179,0,24,0,300453,0,1,9,3,3,4,Schools,2360,3,0,58,116.6722636,39.99865868,116.2156955,40.07903898,19,8
8369,19180,1,58,12500,302446,1,3,3,0,0,4,0,0,2,0,1103,116.6461635,39.86796106,0,0,2,1
8369,19181,0,42,3000,302446,0,2,5,0,0,4,Firms,99,11,0,1103,116.6461635,39.86796106,116.0332695,40.00870803,19,8
8369,19182,0,55,9704,302446,0,2,5,0,0,4,Businessmen,1597,1,1,1103,116.6461635,39.86796106,116.6722636,39.94840323,40,20
8369,19183,0,14,0,302446,0,1,3,3,3,4,Schools,2171,3,0,1103,116.6461635,39.86796106,116.2678448,39.86796106,8,2
8370,19184,1,61,12500,231000,1,4,3,0,0,4,0,0,1,0,804,116.6592135,40.06899316,0,0,2,1
8370,19185,0,56,3000,231000,0,2,5,0,0,4,Firms,101,2,0,804,116.6592135,40.06899316,116.2156955,40.09912929,19,8
8370,19186,0,41,3750,231000,0,2,5,0,0,4,Firms,438,11,0,804,116.6592135,40.06899316,116.4895796,39.80759871,19,8
8370,19187,0,24,0,231000,0,1,9,3,3,4,Schools,2368,3,0,804,116.6592135,40.06899316,116.4895796,39.82772264,40,20
8371,19188,1,60,3000,153082,1,4,3,0,0,4,0,0,2,0,1495,116.2939233,39.57590861,0,0,19,8
8371,19189,0,63,3750,153082,0,2,5,0,0,4,Firms,106,4,0,1495,116.2939233,39.57590861,116.0984028,39.94840323,2,1
8371,19190,0,42,6007,153082,0,2,5,0,0,4,Businessmen,1598,1,1,1495,116.2939233,39.57590861,116.3069634,39.9685072,19,8
8371,19191,0,12,0,153082,0,1,3,1,3,4,Schools,2158,3,0,1495,116.2939233,39.57590861,116.4765328,40.42042068,19,8
8372,19192,1,55,3000,235056,1,4,3,0,0,4,0,0,2,0,567,116.3330455,40.04890012,0,0,2,1
8372,19193,0,35,12500,235056,0,2,5,0,0,4,Firms,197,1,1,567,116.3330455,40.04890012,116.6461635,40.01875684,2,1
8372,19194,0,60,4088,235056,0,2,5,0,0,4,Businessmen,1599,4,0,567,116.3330455,40.04890012,116.1896251,39.87801878,2,1
8372,19195,0,11,0,235056,0,1,2,6,6,4,Schools,1980,3,0,567,116.3330455,40.04890012,116.3982601,39.92829675,2,1
8373,19196,1,58,3000,273061,1,4,3,0,0,4,0,0,1,1,549,116.4373946,40.14934794,0,0,19,8
8373,19197,0,60,12500,273061,0,2,5,0,0,4,Businessmen,1243,2,0,549,116.4373946,40.14934794,116.7244649,40.09912929,2,1
8373,19198,0,37,7255,273061,0,2,5,0,0,4,Businessmen,1600,3,0,549,116.4373946,40.14934794,116.1635576,40.17947479,2,1
8373,19199,0,18,0,273061,0,1,7,1,4,4,Schools,2257,3,0,549,116.4373946,40.14934794,116.5287221,39.65655647,8,2
8374,19200,1,59,3750,231000,1,4,3,0,0,4,0,0,2,0,549,116.4373946,40.14934794,0,0,40,20
8374,19201,0,43,3000,231000,0,2,5,0,0,4,Firms,112,11,0,549,116.4373946,40.14934794,116.6722636,39.88807577,2,1
8374,19202,0,56,12500,231000,0,2,5,0,0,4,Firms,692,1,1,549,116.4373946,40.14934794,116.5548186,40.06899316,40,20
8374,19203,0,23,0,231000,0,1,9,2,3,4,Schools,2368,3,0,549,116.4373946,40.14934794,116.4895796,39.82772264,8,2
8375,19204,1,61,5731,254776,1,4,3,0,0,4,0,0,4,0,684,116.3591298,39.98860877,0,0,2,1
8375,19205,0,55,3000,254776,0,2,5,0,0,4,Firms,117,4,0,684,116.3591298,39.98860877,116.4895796,40.00870803,19,8
8375,19206,0,42,12500,254776,0,2,5,0,0,4,Firms,756,12,0,684,116.3591298,39.98860877,116.4113045,39.93835031,40,20
