hhd,pid,age_group,gender,age,income,hhd_income,education_level,status,number,license,cv,bev,phev,buybev,buyphev,buycv,fri,adv,nei,old-pid,OLD-hid,Number1,Long,Lat,S11,S11L,S12,S12L,S13,S13L,S21,S21L,S22,S22L,S23,S23L,L11,L11L,L12,L12L,L13,L13L,L21,L21L,L22,L22L,L23,L23L
5586,14364,4,0,43,20000,408000,1,2,3,1,1,0,1,2,1,3,1,1,1,346,145,3,113.9113472,22.53336493,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5587,14365,4,0,37,3750,135000,1,2,3,0,0,0,0,2,2,3,0,0,1,16,11,3,113.8953067,22.48545968,2,3,0,0,0,0,2,1,2,1,0,0,5,2,1,2,2,3,0,0,0,0,0,0
5587,14366,6,1,59,3750,135000,1,2,3,0,0,0,0,2,1,3,0,1,1,17,11,3,114.0665768,22.51979943,1,3,2,1,5,2,0,0,0,0,0,0,2,3,4,1,4,2,1,3,0,0,0,0
5587,14367,7,0,65,3750,135000,1,4,3,0,0,0,0,1,4,4,1,0,0,18,11,3,114.0363975,22.57228122,5,2,5,2,0,0,2,2,0,0,0,0,4,3,3,3,4,2,2,2,1,3,1,2
5588,14368,4,0,37,3750,135000,1,2,3,0,0,0,0,2,2,3,0,0,1,16,11,3,114.0237941,22.60102673,5,3,5,3,0,0,1,3,2,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0
5588,14369,6,1,59,3750,135000,1,2,3,0,0,0,0,2,1,3,0,1,1,17,11,3,114.2365236,22.58810713,0,0,0,0,0,0,1,2,1,2,0,0,2,1,2,2,1,3,2,3,1,1,1,2
5588,14370,7,0,65,3750,135000,1,4,3,0,0,0,0,1,4,4,1,0,0,18,11,3,113.9433599,22.77011474,0,0,0,0,0,0,1,3,2,2,1,2,3,2,1,2,2,3,0,0,0,0,0,0
5589,14371,4,0,37,3750,135000,1,2,3,0,0,0,0,2,2,3,0,0,1,16,11,3,113.8875857,22.49076602,3,3,4,3,4,2,1,3,2,3,1,1,4,1,1,1,4,3,1,2,1,1,0,0
5589,14372,6,1,59,3750,135000,1,2,3,0,0,0,0,2,1,3,0,1,1,17,11,3,113.9240269,22.48217037,5,3,1,2,0,0,1,1,1,3,2,2,3,2,1,3,2,2,1,3,1,1,0,0
5589,14373,7,0,65,3750,135000,1,4,3,0,0,0,0,1,4,4,1,0,0,18,11,3,113.9621245,22.54681796,5,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,0,0,0
5590,14374,4,0,37,3750,135000,1,2,3,0,0,0,0,2,2,3,0,0,1,16,11,3,114.0178593,22.5575223,0,0,0,0,0,0,2,3,2,2,2,1,1,2,4,2,4,1,1,1,0,0,0,0
5590,14375,6,1,59,3750,135000,1,2,3,0,0,0,0,2,1,3,0,1,1,17,11,3,113.9633945,22.57023489,0,0,0,0,0,0,1,1,0,0,0,0,3,3,1,3,1,3,1,3,0,0,0,0
5590,14376,7,0,65,3750,135000,1,4,3,0,0,0,0,1,4,4,1,0,0,18,11,3,114.1260941,22.57110438,1,3,0,0,0,0,0,0,0,0,0,0,4,2,1,2,0,0,1,3,1,3,0,0
5591,14377,4,0,37,3750,135000,1,2,3,0,0,0,0,2,2,3,0,0,1,16,11,3,114.0646213,22.69077496,0,0,0,0,0,0,0,0,0,0,0,0,5,1,3,1,4,1,1,2,2,3,1,3
5591,14378,6,1,59,3750,135000,1,2,3,0,0,0,0,2,1,3,0,1,1,17,11,3,114.0136501,22.6753403,4,1,5,1,3,2,1,3,2,2,2,3,2,1,3,2,0,0,0,0,0,0,0,0
5591,14379,7,0,65,3750,135000,1,4,3,0,0,0,0,1,4,4,1,0,0,18,11,3,114.3021619,22.59713807,5,2,3,2,2,3,0,0,0,0,0,0,3,3,4,2,3,3,2,2,1,3,2,3
5592,14380,4,0,37,3750,135000,1,2,3,0,0,0,0,2,2,3,0,0,1,16,11,3,114.4136533,22.62927317,4,2,1,3,2,3,2,1,2,2,0,0,3,3,2,1,2,1,1,3,0,0,0,0
5592,14381,6,1,59,3750,135000,1,2,3,0,0,0,0,2,1,3,0,1,1,17,11,3,114.3184147,22.67755491,1,3,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,1,3,2,3
5592,14382,7,0,65,3750,135000,1,4,3,0,0,0,0,1,4,4,1,0,0,18,11,3,114.2457927,22.71076303,1,2,1,3,2,2,2,3,0,0,0,0,5,3,4,3,1,3,1,3,0,0,0,0
5593,14383,4,0,37,3750,135000,1,2,3,0,0,0,0,2,2,3,0,0,1,16,11,3,113.8488247,22.61528135,5,3,1,1,2,1,0,0,0,0,0,0,1,2,1,3,2,2,2,1,0,0,0,0
5593,14384,6,1,59,3750,135000,1,2,3,0,0,0,0,2,1,3,0,1,1,17,11,3,113.9101184,22.66013986,3,2,0,0,0,0,0,0,0,0,0,0,5,3,2,2,3,3,1,3,2,2,1,3
5593,14385,7,0,65,3750,135000,1,4,3,0,0,0,0,1,4,4,1,0,0,18,11,3,113.8387162,22.6868096,4,3,4,3,5,2,1,3,2,3,1,2,4,2,2,2,1,3,2,2,1,2,2,3
5594,14386,4,0,37,3750,135000,1,2,3,0,0,0,0,2,2,3,0,0,1,16,11,3,113.9334791,22.49288787,3,2,3,1,3,3,1,3,1,3,1,1,3,3,2,1,5,1,2,3,0,0,0,0
5594,14387,6,1,59,3750,135000,1,2,3,0,0,0,0,2,1,3,0,1,1,17,11,3,113.9114708,22.50905464,5,2,3,3,5,2,2,3,2,2,1,3,3,2,5,1,3,3,0,0,0,0,0,0
5594,14388,7,0,65,3750,135000,1,4,3,0,0,0,0,1,4,4,1,0,0,18,11,3,113.9367327,22.50231231,2,2,1,2,1,2,0,0,0,0,0,0,1,3,2,3,5,3,2,2,1,2,1,3
5595,14389,4,0,37,3750,135000,1,2,3,0,0,0,0,2,2,3,0,0,1,16,11,3,113.9113472,22.53336493,1,1,2,2,0,0,1,3,0,0,0,0,0,0,0,0,0,0,1,2,1,1,2,2
5595,14390,6,1,59,3750,135000,1,2,3,0,0,0,0,2,1,3,0,1,1,17,11,3,114.0885324,22.5406077,3,2,3,1,1,2,2,2,2,2,2,3,0,0,0,0,0,0,2,1,2,2,0,0
5595,14391,7,0,65,3750,135000,1,4,3,0,0,0,0,1,4,4,1,0,0,18,11,3,114.0824115,22.5387521,4,2,2,2,2,3,2,2,2,3,2,1,2,3,5,2,1,2,0,0,0,0,0,0
5596,14392,4,0,37,3750,135000,1,2,3,0,0,0,0,2,2,3,0,0,1,16,11,3,114.0403313,22.51237193,5,1,0,0,0,0,0,0,0,0,0,0,5,1,1,2,2,2,1,3,0,0,0,0
5596,14393,6,1,59,3750,135000,1,2,3,0,0,0,0,2,1,3,0,1,1,17,11,3,114.013636,22.54014443,2,1,0,0,0,0,1,2,0,0,0,0,1,3,3,1,1,2,2,1,1,1,0,0
5596,14394,7,0,65,3750,135000,1,4,3,0,0,0,0,1,4,4,1,0,0,18,11,3,114.0018929,22.53809848,0,0,0,0,0,0,0,0,0,0,0,0,1,2,1,3,3,3,0,0,0,0,0,0
5597,14395,4,0,37,3750,135000,1,2,3,0,0,0,0,2,2,3,0,0,1,16,11,3,114.0609475,22.56083134,4,1,5,1,4,2,2,1,1,3,0,0,5,3,2,1,2,1,0,0,0,0,0,0
5597,14396,6,1,59,3750,135000,1,2,3,0,0,0,0,2,1,3,0,1,1,17,11,3,114.0531883,22.56284048,0,0,0,0,0,0,2,3,2,3,1,3,4,1,3,1,3,2,2,2,2,3,1,2
5597,14397,7,0,65,3750,135000,1,4,3,0,0,0,0,1,4,4,1,0,0,18,11,3,114.0476635,22.57049274,4,2,1,2,2,2,0,0,0,0,0,0,5,3,2,3,4,2,1,2,0,0,0,0
5598,14398,4,0,37,3750,135000,1,2,3,0,0,0,0,2,2,3,0,0,1,16,11,3,114.0571629,22.61951878,1,2,1,3,2,2,0,0,0,0,0,0,4,2,1,1,0,0,0,0,0,0,0,0
5598,14399,6,1,59,3750,135000,1,2,3,0,0,0,0,2,1,3,0,1,1,17,11,3,114.1020086,22.55168613,1,2,1,1,5,3,1,3,0,0,0,0,2,2,4,1,5,1,1,2,1,2,0,0
5598,14400,7,0,65,3750,135000,1,4,3,0,0,0,0,1,4,4,1,0,0,18,11,3,114.0888063,22.55399438,2,2,1,3,2,2,2,3,0,0,0,0,3,2,4,3,4,3,1,3,1,2,1,2
5599,14401,4,0,37,3750,135000,1,2,3,0,0,0,0,2,2,3,0,0,1,16,11,3,114.1180468,22.54206211,5,1,4,3,2,1,2,3,2,1,0,0,2,2,0,0,0,0,1,2,0,0,0,0
5599,14402,6,1,59,3750,135000,1,2,3,0,0,0,0,2,1,3,0,1,1,17,11,3,114.1157602,22.56400417,1,2,4,1,1,2,0,0,0,0,0,0,4,1,1,1,1,3,2,3,1,3,2,3
5599,14403,7,0,65,3750,135000,1,4,3,0,0,0,0,1,4,4,1,0,0,18,11,3,114.1222791,22.57617283,3,2,2,3,3,2,2,3,1,3,0,0,1,2,0,0,4,3,2,3,1,3,0,0
5600,14404,4,0,37,3750,135000,1,2,3,0,0,0,0,2,2,3,0,0,1,16,11,3,114.0894393,22.56290656,0,0,0,0,0,0,1,1,1,3,2,3,2,3,5,2,4,2,0,0,0,0,0,0
5600,14405,6,1,59,3750,135000,1,2,3,0,0,0,0,2,1,3,0,1,1,17,11,3,114.1401384,22.61120062,3,2,5,3,5,2,0,0,0,0,0,0,5,3,5,2,4,2,2,2,2,3,0,0
5600,14406,7,0,65,3750,135000,1,4,3,0,0,0,0,1,4,4,1,0,0,18,11,3,114.1197687,22.62633015,0,0,0,0,0,0,2,2,2,3,0,0,3,3,4,3,5,3,1,2,0,0,0,0
5601,14407,4,0,37,3750,135000,1,2,3,0,0,0,0,2,2,3,0,0,1,16,11,3,114.126973,22.69419729,1,2,2,3,1,3,0,0,0,0,0,0,4,1,1,3,0,0,0,0,0,0,0,0
5601,14408,6,1,59,3750,135000,1,2,3,0,0,0,0,2,1,3,0,1,1,17,11,3,114.0199251,22.63042303,5,1,3,3,1,2,2,2,1,1,0,0,4,2,2,1,2,3,1,1,2,1,0,0
5601,14409,7,0,65,3750,135000,1,4,3,0,0,0,0,1,4,4,1,0,0,18,11,3,114.0188888,22.64670022,2,2,0,0,0,0,1,3,2,2,1,3,0,0,0,0,0,0,2,2,1,2,0,0
5602,14410,4,0,37,3750,135000,1,2,3,0,0,0,0,2,2,3,0,0,1,16,11,3,114.037148,22.62550439,2,3,3,1,2,2,2,1,1,3,0,0,5,1,5,3,4,2,0,0,0,0,0,0
5602,14411,6,1,59,3750,135000,1,2,3,0,0,0,0,2,1,3,0,1,1,17,11,3,114.0709623,22.62817986,1,2,1,1,5,2,0,0,0,0,0,0,5,2,5,3,1,3,1,1,0,0,0,0
5602,14412,7,0,65,3750,135000,1,4,3,0,0,0,0,1,4,4,1,0,0,18,11,3,114.0317398,22.64655164,4,3,5,2,5,3,1,2,1,3,2,2,5,3,2,3,5,3,0,0,0,0,0,0
5603,14413,4,0,37,3750,135000,1,2,3,0,0,0,0,2,2,3,0,0,1,16,11,3,114.0128285,22.67028172,5,2,2,2,1,3,0,0,0,0,0,0,3,1,5,1,3,3,2,3,2,3,2,3
5603,14414,6,1,59,3750,135000,1,2,3,0,0,0,0,2,1,3,0,1,1,17,11,3,114.2361798,22.71058806,1,3,1,1,0,0,2,3,0,0,0,0,1,3,3,1,4,1,0,0,0,0,0,0
5603,14415,7,0,65,3750,135000,1,4,3,0,0,0,0,1,4,4,1,0,0,18,11,3,114.2430976,22.71410947,4,2,3,2,2,2,1,2,1,3,1,1,4,3,3,2,0,0,1,2,2,2,2,3
5604,14416,4,0,37,3750,135000,1,2,3,0,0,0,0,2,2,3,0,0,1,16,11,3,114.2456781,22.71207494,4,1,1,1,1,1,0,0,0,0,0,0,2,2,2,2,3,2,1,2,0,0,0,0
5604,14417,6,1,59,3750,135000,1,2,3,0,0,0,0,2,1,3,0,1,1,17,11,3,114.2582854,22.72174494,1,1,0,0,0,0,2,2,2,1,1,1,5,2,3,2,0,0,2,3,0,0,0,0
5604,14418,7,0,65,3750,135000,1,4,3,0,0,0,0,1,4,4,1,0,0,18,11,3,114.2259198,22.73338826,0,0,0,0,0,0,1,2,0,0,0,0,3,2,5,3,4,2,0,0,0,0,0,0
5605,14419,4,0,37,3750,135000,1,2,3,0,0,0,0,2,2,3,0,0,1,16,11,3,114.3755009,22.74798083,1,1,1,2,0,0,0,0,0,0,0,0,1,1,2,2,0,0,0,0,0,0,0,0
5605,14420,6,1,59,3750,135000,1,2,3,0,0,0,0,2,1,3,0,1,1,17,11,3,113.9004707,22.55732774,4,2,5,2,1,1,0,0,0,0,0,0,4,2,3,1,0,0,2,1,0,0,0,0
5605,14421,7,0,65,3750,135000,1,4,3,0,0,0,0,1,4,4,1,0,0,18,11,3,113.8874661,22.57012128,2,3,3,3,5,3,0,0,0,0,0,0,5,2,2,2,5,3,1,3,0,0,0,0
5606,14422,4,0,37,3750,135000,1,2,3,0,0,0,0,2,2,3,0,0,1,16,11,3,113.896645,22.5725377,0,0,0,0,0,0,0,0,0,0,0,0,1,2,1,2,0,0,1,1,0,0,0,0
5606,14423,6,1,59,3750,135000,1,2,3,0,0,0,0,2,1,3,0,1,1,17,11,3,113.8967133,22.57856619,1,2,1,3,0,0,0,0,0,0,0,0,1,2,5,3,5,2,1,1,2,3,0,0
5606,14424,7,0,65,3750,135000,1,4,3,0,0,0,0,1,4,4,1,0,0,18,11,3,113.8852966,22.57312598,1,2,0,0,0,0,0,0,0,0,0,0,4,2,5,2,1,2,0,0,0,0,0,0
5607,14425,4,0,37,3750,135000,1,2,3,0,0,0,0,2,2,3,0,0,1,16,11,3,113.8777096,22.57949476,3,3,0,0,0,0,0,0,0,0,0,0,5,1,1,2,3,3,2,1,1,3,1,3
5607,14426,6,1,59,3750,135000,1,2,3,0,0,0,0,2,1,3,0,1,1,17,11,3,113.8549526,22.57981904,3,2,3,1,5,3,2,3,1,2,2,2,5,1,3,1,5,3,2,1,1,1,1,3
5607,14427,7,0,65,3750,135000,1,4,3,0,0,0,0,1,4,4,1,0,0,18,11,3,113.9026307,22.55983145,0,0,0,0,0,0,2,2,2,2,2,3,0,0,0,0,0,0,1,2,2,2,2,3
5608,14428,4,0,37,3750,135000,1,2,3,0,0,0,0,2,2,3,0,0,1,16,11,3,113.8644714,22.58631445,3,1,1,3,5,2,0,0,0,0,0,0,3,2,5,1,1,3,0,0,0,0,0,0
5608,14429,6,1,59,3750,135000,1,2,3,0,0,0,0,2,1,3,0,1,1,17,11,3,113.8573147,22.59211009,3,3,4,3,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5608,14430,7,0,65,3750,135000,1,4,3,0,0,0,0,1,4,4,1,0,0,18,11,3,113.9232541,22.64493931,1,3,1,3,1,2,0,0,0,0,0,0,2,2,3,3,2,3,1,3,2,3,0,0
5609,14431,4,0,37,3750,135000,1,2,3,0,0,0,0,2,2,3,0,0,1,16,11,3,113.9274145,22.68508078,4,3,4,2,0,0,0,0,0,0,0,0,5,2,3,2,3,3,1,2,2,3,0,0
5609,14432,6,1,59,3750,135000,1,2,3,0,0,0,0,2,1,3,0,1,1,17,11,3,113.8294674,22.6924751,5,1,1,1,4,2,1,1,1,2,1,3,5,2,3,3,1,2,2,2,0,0,0,0
5609,14433,7,0,65,3750,135000,1,4,3,0,0,0,0,1,4,4,1,0,0,18,11,3,113.8401454,22.70575501,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5610,14434,4,0,37,3750,135000,1,2,3,0,0,0,0,2,2,3,0,0,1,16,11,3,113.7862812,22.71663779,2,1,1,3,3,3,2,2,1,3,2,3,2,2,0,0,0,0,1,3,0,0,0,0
5610,14435,6,1,59,3750,135000,1,2,3,0,0,0,0,2,1,3,0,1,1,17,11,3,113.8107386,22.72287328,3,3,1,3,0,0,0,0,0,0,0,0,2,3,2,2,1,1,2,1,0,0,0,0
5610,14436,7,0,65,3750,135000,1,4,3,0,0,0,0,1,4,4,1,0,0,18,11,3,113.8415137,22.71894321,0,0,0,0,0,0,1,2,2,3,0,0,5,2,3,2,5,2,0,0,0,0,0,0
5611,14437,4,0,37,3750,135000,1,2,3,0,0,0,0,2,2,3,0,0,1,16,11,3,113.8347666,22.72548099,1,3,1,2,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5611,14438,6,1,59,3750,135000,1,2,3,0,0,0,0,2,1,3,0,1,1,17,11,3,113.8365922,22.76627214,2,3,4,2,5,3,1,2,2,2,0,0,1,3,2,2,2,1,0,0,0,0,0,0
5611,14439,7,0,65,3750,135000,1,4,3,0,0,0,0,1,4,4,1,0,0,18,11,3,113.8209245,22.77698156,5,2,1,2,2,2,1,2,2,2,2,1,5,3,1,3,0,0,0,0,0,0,0,0
5612,14440,4,0,37,3750,135000,1,2,3,0,0,0,0,2,2,3,0,0,1,16,11,3,113.8219726,22.77735725,4,3,4,2,2,2,2,1,0,0,0,0,4,3,1,1,5,1,1,1,2,2,1,3
5612,14441,6,1,59,3750,135000,1,2,3,0,0,0,0,2,1,3,0,1,1,17,11,3,113.8996887,22.73128702,2,2,2,1,1,1,1,3,1,3,2,3,2,3,0,0,0,0,2,2,2,1,2,3
5612,14442,7,0,65,3750,135000,1,4,3,0,0,0,0,1,4,4,1,0,0,18,11,3,113.8721031,22.77639592,1,3,2,3,4,2,1,3,1,2,2,1,4,3,4,2,3,2,0,0,0,0,0,0
5613,14443,4,0,37,3750,135000,1,2,3,0,0,0,0,2,2,3,0,0,1,16,11,3,113.9142846,22.52869198,1,2,3,1,3,3,0,0,0,0,0,0,4,2,0,0,3,1,2,2,1,2,1,2
5613,14444,6,1,59,3750,135000,1,2,3,0,0,0,0,2,1,3,0,1,1,17,11,3,113.9166726,22.52259246,5,2,5,1,5,3,1,1,0,0,0,0,4,3,0,0,5,1,0,0,0,0,0,0
5613,14445,7,0,65,3750,135000,1,4,3,0,0,0,0,1,4,4,1,0,0,18,11,3,114.0587619,22.52703475,1,3,0,0,0,0,0,0,0,0,0,0,1,3,2,2,3,2,0,0,0,0,0,0
5614,14446,4,0,37,3750,135000,1,2,3,0,0,0,0,2,2,3,0,0,1,16,11,3,114.0420823,22.5260357,4,3,0,0,0,0,1,1,2,1,0,0,4,3,4,1,2,3,2,2,2,1,2,3
5614,14447,6,1,59,3750,135000,1,2,3,0,0,0,0,2,1,3,0,1,1,17,11,3,114.0396144,22.52683266,4,1,0,0,0,0,1,2,0,0,0,0,1,1,0,0,3,2,2,1,1,2,2,3
5614,14448,7,0,65,3750,135000,1,4,3,0,0,0,0,1,4,4,1,0,0,18,11,3,114.0553674,22.56932114,2,2,5,2,3,2,0,0,0,0,0,0,1,2,0,0,5,2,1,3,2,2,0,0
5615,14449,4,0,37,3750,135000,1,2,3,0,0,0,0,2,2,3,0,0,1,16,11,3,114.1034216,22.55359773,5,2,4,3,4,3,2,2,1,3,1,2,2,2,2,3,3,3,0,0,0,0,0,0
5615,14450,6,1,59,3750,135000,1,2,3,0,0,0,0,2,1,3,0,1,1,17,11,3,114.1131635,22.54080651,1,1,2,1,1,1,2,2,0,0,0,0,0,0,0,0,0,0,2,1,1,1,2,2
5615,14451,7,0,65,3750,135000,1,4,3,0,0,0,0,1,4,4,1,0,0,18,11,3,114.1129034,22.54504988,1,2,3,3,3,3,0,0,0,0,0,0,5,3,0,0,4,3,1,3,1,3,2,3
5616,14452,4,0,37,3750,135000,1,2,3,0,0,0,0,2,2,3,0,0,1,16,11,3,114.1282363,22.54902959,0,0,0,0,0,0,1,1,0,0,0,0,5,2,0,0,5,2,1,1,0,0,0,0
5616,14453,6,1,59,3750,135000,1,2,3,0,0,0,0,2,1,3,0,1,1,17,11,3,114.1165329,22.5522795,1,3,2,3,4,3,0,0,0,0,0,0,5,1,0,0,3,3,1,3,1,3,2,3
5616,14454,7,0,65,3750,135000,1,4,3,0,0,0,0,1,4,4,1,0,0,18,11,3,114.1238771,22.57156129,4,2,4,3,0,0,2,3,2,3,1,2,3,2,0,0,2,3,1,3,2,3,2,2
5617,14455,4,0,37,3750,135000,1,2,3,0,0,0,0,2,2,3,0,0,1,16,11,3,114.1358967,22.56824967,5,1,1,2,5,3,1,2,0,0,0,0,4,2,1,1,3,2,0,0,0,0,0,0
5617,14456,6,1,59,3750,135000,1,2,3,0,0,0,0,2,1,3,0,1,1,17,11,3,114.1031884,22.61489448,4,1,1,2,5,2,1,3,2,2,1,3,2,1,1,1,0,0,0,0,0,0,0,0
5617,14457,7,0,65,3750,135000,1,4,3,0,0,0,0,1,4,4,1,0,0,18,11,3,114.0111339,22.74579779,5,2,0,0,0,0,1,2,2,3,1,2,2,3,1,3,1,2,0,0,0,0,0,0
5618,14458,4,0,37,3750,135000,1,2,3,0,0,0,0,2,2,3,0,0,1,16,11,3,113.8745155,22.57794726,1,1,5,2,5,2,2,2,1,2,1,2,2,1,5,1,5,2,1,2,1,1,1,2
5618,14459,6,1,59,3750,135000,1,2,3,0,0,0,0,2,1,3,0,1,1,17,11,3,113.8565122,22.58513842,1,2,3,2,4,2,2,1,2,2,0,0,2,3,2,1,5,1,1,3,1,1,1,2
5618,14460,7,0,65,3750,135000,1,4,3,0,0,0,0,1,4,4,1,0,0,18,11,3,113.9254477,22.68233552,5,3,0,0,0,0,2,2,2,3,1,2,2,2,4,2,1,2,0,0,0,0,0,0
5619,14461,4,0,37,3750,135000,1,2,3,0,0,0,0,2,2,3,0,0,1,16,11,3,113.8183072,22.67555706,1,3,0,0,0,0,0,0,0,0,0,0,4,1,5,2,5,2,0,0,0,0,0,0
5619,14462,6,1,59,3750,135000,1,2,3,0,0,0,0,2,1,3,0,1,1,17,11,3,113.8294926,22.77605198,2,1,0,0,0,0,2,1,1,1,1,1,2,1,3,1,0,0,0,0,0,0,0,0
5619,14463,7,0,65,3750,135000,1,4,3,0,0,0,0,1,4,4,1,0,0,18,11,3,114.0319532,22.52625385,1,2,2,2,0,0,1,2,2,2,1,1,1,2,1,3,4,2,0,0,0,0,0,0
5620,14464,4,0,37,3750,135000,1,2,3,0,0,0,0,2,2,3,0,0,1,16,11,3,114.1363793,22.55641637,1,2,4,1,3,1,0,0,0,0,0,0,5,1,0,0,2,2,1,2,2,1,2,3
5620,14465,6,1,59,3750,135000,1,2,3,0,0,0,0,2,1,3,0,1,1,17,11,3,114.1256593,22.55711282,4,2,2,2,5,3,0,0,0,0,0,0,3,1,1,1,0,0,0,0,0,0,0,0
5620,14466,7,0,65,3750,135000,1,4,3,0,0,0,0,1,4,4,1,0,0,18,11,3,114.0563229,22.64388028,0,0,0,0,0,0,0,0,0,0,0,0,2,3,2,3,4,2,2,2,2,2,0,0
5621,14467,4,0,37,3750,135000,1,2,3,0,0,0,0,2,2,3,0,0,1,16,11,3,114.0312202,22.67516474,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,3,0,0,0,0
5621,14468,6,1,59,3750,135000,1,2,3,0,0,0,0,2,1,3,0,1,1,17,11,3,113.8953067,22.48545968,3,2,1,2,3,2,2,2,2,3,2,1,1,3,4,3,4,3,0,0,0,0,0,0
5621,14469,7,0,65,3750,135000,1,4,3,0,0,0,0,1,4,4,1,0,0,18,11,3,114.0665768,22.51979943,3,3,5,2,4,2,1,3,2,3,0,0,3,3,2,3,2,3,2,2,2,3,1,3
5622,14470,4,0,37,3750,135000,1,2,3,0,0,0,0,2,2,3,0,0,1,16,11,3,114.0363975,22.57228122,0,0,0,0,0,0,0,0,0,0,0,0,2,3,4,2,5,1,1,2,2,3,1,2
5622,14471,6,1,59,3750,135000,1,2,3,0,0,0,0,2,1,3,0,1,1,17,11,3,114.0237941,22.60102673,4,2,0,0,0,0,2,3,1,2,1,1,4,3,1,1,5,2,0,0,0,0,0,0
5622,14472,7,0,65,3750,135000,1,4,3,0,0,0,0,1,4,4,1,0,0,18,11,3,114.2365236,22.58810713,1,2,0,0,0,0,1,2,0,0,0,0,0,0,0,0,0,0,1,2,0,0,0,0
5623,14473,4,0,37,3750,135000,1,2,3,0,0,0,0,2,2,3,0,0,1,16,11,3,113.9433599,22.77011474,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,2,2,2,2,1,2,2,2,3
5623,14474,6,1,59,3750,135000,1,2,3,0,0,0,0,2,1,3,0,1,1,17,11,3,113.8875857,22.49076602,5,1,4,3,2,1,2,3,0,0,0,0,2,3,0,0,4,1,1,1,1,3,0,0
5623,14475,7,0,65,3750,135000,1,4,3,0,0,0,0,1,4,4,1,0,0,18,11,3,113.9240269,22.48217037,3,2,2,2,2,3,0,0,0,0,0,0,1,3,2,2,3,3,0,0,0,0,0,0
5624,14476,4,0,37,3750,135000,1,2,3,0,0,0,0,2,2,3,0,0,1,16,11,3,113.9621245,22.54681796,5,3,1,2,1,1,0,0,0,0,0,0,3,2,0,0,4,2,1,2,0,0,0,0
5624,14477,6,1,59,3750,135000,1,2,3,0,0,0,0,2,1,3,0,1,1,17,11,3,114.0178593,22.5575223,4,3,1,3,4,2,1,1,1,2,2,3,1,3,1,1,0,0,0,0,0,0,0,0
5624,14478,7,0,65,3750,135000,1,4,3,0,0,0,0,1,4,4,1,0,0,18,11,3,113.9633945,22.57023489,3,3,4,2,0,0,2,3,0,0,0,0,5,2,1,2,1,2,0,0,0,0,0,0
5625,14479,4,0,37,3750,135000,1,2,3,0,0,0,0,2,2,3,0,0,1,16,11,3,114.1260941,22.57110438,5,3,0,0,0,0,0,0,0,0,0,0,2,3,2,3,1,3,1,3,1,2,1,2
5625,14480,6,1,59,3750,135000,1,2,3,0,0,0,0,2,1,3,0,1,1,17,11,3,114.0646213,22.69077496,1,1,2,1,5,3,2,2,0,0,0,0,4,1,0,0,5,1,1,2,1,2,0,0
5625,14481,7,0,65,3750,135000,1,4,3,0,0,0,0,1,4,4,1,0,0,18,11,3,114.0136501,22.6753403,5,2,1,2,5,3,2,2,1,2,2,2,0,0,0,0,0,0,1,2,2,3,2,3
5626,14482,4,0,37,3750,135000,1,2,3,0,0,0,0,2,2,3,0,0,1,16,11,3,114.3021619,22.59713807,4,1,4,2,5,2,1,3,2,3,0,0,1,2,1,3,1,2,2,3,1,2,2,2
5626,14483,6,1,59,3750,135000,1,2,3,0,0,0,0,2,1,3,0,1,1,17,11,3,114.4136533,22.62927317,5,1,1,2,3,3,0,0,0,0,0,0,2,2,5,1,3,2,2,3,0,0,0,0
5626,14484,7,0,65,3750,135000,1,4,3,0,0,0,0,1,4,4,1,0,0,18,11,3,114.3184147,22.67755491,5,3,3,3,1,2,0,0,0,0,0,0,3,2,1,3,1,3,2,2,2,3,2,2
5627,14485,4,0,37,3750,135000,1,2,3,0,0,0,0,2,2,3,0,0,1,16,11,3,114.2457927,22.71076303,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,2,2,2,2
5627,14486,6,1,59,3750,135000,1,2,3,0,0,0,0,2,1,3,0,1,1,17,11,3,113.8488247,22.61528135,2,1,1,3,2,2,2,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0
5627,14487,7,0,65,3750,135000,1,4,3,0,0,0,0,1,4,4,1,0,0,18,11,3,113.9101184,22.66013986,0,0,0,0,0,0,0,0,0,0,0,0,3,2,5,3,0,0,2,3,0,0,0,0
5628,14488,4,0,37,3750,135000,1,2,3,0,0,0,0,2,2,3,0,0,1,16,11,3,113.8387162,22.6868096,0,0,0,0,0,0,2,1,1,3,2,1,0,0,0,0,0,0,1,3,2,1,2,2
